sample	votus	coverage	meandepth	rpkm
sample_10	SMV25_344	100	7.55551	0.775273
sample_10	SMV25_345	99.5082	8.47959	0.832051
sample_10	SMV25_346	96.1242	3.85481	0.384667
sample_10	SMV25_347	99.4192	5.37873	0.518669
sample_10	SMV25_348	100	5.16986	0.490511
sample_10	SMV25_349	100	7.01045	0.682814
sample_10	SMV25_350	99.1957	5.19555	0.543794
sample_10	SMV25_351	100	4.85745	0.545173
sample_10	SMV25_184	86.6955	4.1793	0.540425
sample_10	SMV25_007	100	24.8769	3.18478
sample_10	SMV25_052	98.1577	4.59964	0.555117
sample_10	SMV25_187	96.7504	5.16137	0.540798
sample_10	SMV25_189	99.6714	12.0009	1.864
sample_10	SMV25_190	77.2945	2.61211	0.519902
sample_10	SMV25_303	88.8287	9.62656	2.08343
sample_10	SMV25_053	85.1277	2.36743	0.276678
sample_10	SMV25_192	92.6865	3.41656	0.344141
sample_10	SMV25_352	87.3479	6.99462	0.76437
sample_10	SMV25_194	85.6736	9.54905	1.84206
sample_10	SMV25_195	93.8054	9.51537	1.77135
sample_10	SMV25_054	79.8009	2.50258	0.49338
sample_10	SMV25_055	86.911	3.51438	0.496996
sample_10	SMV25_196	77.884	5.20003	0.592634
sample_10	SMV25_197	92.8896	3.40281	0.391662
sample_10	SMV25_353	83.6104	2.40947	0.278515
sample_10	SMV25_198	95.0189	3.28772	0.398564
sample_10	SMV25_056	84.9358	2.49926	0.372606
sample_10	SMV25_354	99.8781	6.26472	0.621573
sample_10	SMV25_355	97.1342	5.30554	0.520591
sample_10	SMV25_356	99.8626	10.2887	1.03199
sample_10	SMV25_357	100	10.4954	1.05624
sample_10	SMV25_358	95.0699	3.06199	0.297899
sample_10	SMV25_359	100	13.7313	1.3805
sample_10	SMV25_360	90.9758	2.43893	0.233011
sample_10	SMV25_057	100	10.1315	1.03997
sample_10	SMV25_058	93.5067	8.3869	1.65506
sample_10	SMV25_008	100	13.7851	2.33163
sample_10	SMV25_210	91.1872	3.72237	0.417946
sample_10	SMV25_211	89.7456	3.35088	0.36222
sample_10	SMV25_009	94.7894	3.01784	0.369377
sample_10	SMV25_310	78.4899	10.6665	2.25467
sample_10	SMV25_059	98.03	4.51045	0.562356
sample_10	SMV25_215	95.3696	3.21848	0.356148
sample_10	SMV25_361	78.7134	7.06551	1.52922
sample_10	SMV25_217	84.2361	2.19738	0.286025
sample_10	SMV25_010	81.9873	2.48974	0.278227
sample_11	SMV25_012	80.7013	1.88805	0.212244
sample_11	SMV25_362	86.7123	2.15135	0.229992
sample_11	SMV25_005	99.7479	9.86717	2.29059
sample_11	SMV25_284	80.8649	2.31332	0.36454
sample_11	SMV25_290	77.0923	2.3153	0.37987
sample_11	SMV25_061	93.497	3.52455	0.398816
sample_11	SMV25_016	100	39.7635	6.60824
sample_11	SMV25_034	97.5971	12.5774	1.54569
sample_11	SMV25_314	99.4273	6.70659	0.867587
sample_11	SMV25_316	89.5954	3.75035	0.605314
sample_11	SMV25_038	86.3531	2.63463	0.329634
sample_11	SMV25_039	75.7584	2.69264	0.345538
sample_11	SMV25_040	95.4703	4.02178	0.501128
sample_11	SMV25_042	79.3324	1.83996	0.269128
sample_11	SMV25_062	99.8589	8.56247	0.950977
sample_11	SMV25_325	76.4985	2.19189	0.379513
sample_11	SMV25_327	78.5057	2.98716	0.510628
sample_11	SMV25_363	99.739	13.6866	1.35769
sample_11	SMV25_364	98.8896	5.19775	0.521128
sample_11	SMV25_328	98.4198	3.39551	0.342982
sample_11	SMV25_365	99.9045	5.74723	0.592521
sample_11	SMV25_066	98.8068	9.63802	1.21265
sample_11	SMV25_045	100	13.6981	1.51668
sample_11	SMV25_070	84.5252	1.74646	0.192763
sample_11	SMV25_072	76.3506	6.47255	1.16105
sample_11	SMV25_366	95.3505	3.04441	0.30829
sample_11	SMV25_073	98.1659	10.9788	1.66388
sample_11	SMV25_075	95.8003	3.39243	0.345961
sample_11	SMV25_076	100	13.1398	1.57196
sample_11	SMV25_077	91.6237	7.55878	0.865172
sample_11	SMV25_078	98.7249	8.2254	1.05811
sample_11	SMV25_329	98.4417	3.6957	0.373114
sample_11	SMV25_081	96.736	4.62403	0.479225
sample_11	SMV25_082	100	27.0779	4.82682
sample_11	SMV25_367	99.3553	37.244	3.73547
sample_11	SMV25_368	100	11.0797	1.55674
sample_11	SMV25_046	88.3751	5.89892	0.854599
sample_11	SMV25_369	100	9.51378	0.974338
sample_11	SMV25_370	99.9398	5.55172	0.585601
sample_11	SMV25_084	82.8935	15.0615	2.47344
sample_11	SMV25_371	100	9.5283	1.02779
sample_11	SMV25_331	99.3964	4.28476	0.4335
sample_11	SMV25_372	100	6.45758	0.69432
sample_11	SMV25_086	96.6898	4.56042	0.477167
sample_11	SMV25_373	99.9041	5.78967	0.590019
sample_11	SMV25_374	100	17.878	2.58259
sample_11	SMV25_375	100	7.63667	0.755054
sample_11	SMV25_092	99.8428	13.3845	1.69439
sample_11	SMV25_376	100	7.48836	0.759324
sample_11	SMV25_093	91.1132	4.31837	0.579642
sample_11	SMV25_377	100	6.23512	0.631151
sample_11	SMV25_378	95.6637	3.41681	0.3425
sample_11	SMV25_379	99.6047	4.38071	0.446263
sample_11	SMV25_100	100	11.0261	1.18979
sample_11	SMV25_380	98.4881	4.85686	0.491113
sample_11	SMV25_101	89.7563	2.23005	0.239006
sample_11	SMV25_381	98.5475	5.22125	0.541192
sample_11	SMV25_102	91.6779	2.74926	0.287399
sample_11	SMV25_382	99.6897	5.64052	0.6454
sample_11	SMV25_383	95.985	4.65337	0.577413
sample_11	SMV25_332	98.4232	5.04432	0.517761
sample_11	SMV25_384	99.5862	5.12448	0.544949
sample_11	SMV25_333	100	5.7097	0.599873
sample_11	SMV25_385	98.3739	5.33459	0.533879
sample_11	SMV25_335	100	5.384	0.625401
sample_11	SMV25_108	97.5834	2.88872	0.294693
sample_11	SMV25_386	100	7.3879	0.760453
sample_11	SMV25_112	96.4492	3.79599	0.419864
sample_11	SMV25_387	100	5.6233	0.551948
sample_11	SMV25_113	92.0658	8.01036	0.843318
sample_11	SMV25_114	97.7959	5.79403	0.583946
sample_11	SMV25_388	95.9838	4.26812	0.422719
sample_11	SMV25_337	99.7133	4.56505	0.490736
sample_11	SMV25_389	98.9222	4.76619	0.483049
sample_11	SMV25_049	98.1934	17.6116	2.98099
sample_11	SMV25_120	98.7107	7.6771	0.814074
sample_11	SMV25_339	99.3828	5.76532	0.606894
sample_11	SMV25_123	97.6627	7.63596	1.01141
sample_11	SMV25_050	94.1298	3.14657	0.358998
sample_11	SMV25_390	100	4.73075	0.483683
sample_11	SMV25_391	91.8427	4.27842	0.426562
sample_11	SMV25_125	98.8067	6.98405	0.750214
sample_11	SMV25_392	100	9.4211	0.996317
sample_11	SMV25_128	77.9722	2.78162	0.548594
sample_11	SMV25_393	99.719	9.27198	1.17594
sample_11	SMV25_394	83.656	1.94796	0.19921
sample_11	SMV25_395	79.0235	1.82557	0.211559
sample_11	SMV25_396	93.2793	2.52376	0.265305
sample_11	SMV25_397	79.3491	1.87718	0.191607
sample_11	SMV25_006	100	23.7443	3.15372
sample_11	SMV25_398	88.4767	2.53962	0.256699
sample_11	SMV25_399	79.9579	1.75091	0.17987
sample_11	SMV25_400	89.0017	2.5584	0.31995
sample_11	SMV25_401	83.2742	1.83215	0.251855
sample_11	SMV25_402	82.4763	2.38912	0.257308
sample_11	SMV25_403	82.1827	1.79016	0.21379
sample_11	SMV25_163	75.57	4.76008	0.595186
sample_11	SMV25_169	90.8954	7.27418	0.888797
sample_11	SMV25_170	85.4653	5.80807	0.683015
sample_11	SMV25_176	100	23.7841	2.58886
sample_11	SMV25_350	77.6005	1.85982	0.271075
sample_11	SMV25_404	99.9554	13.542	1.34555
sample_11	SMV25_405	98.6383	4.88489	0.488013
sample_11	SMV25_184	99.4686	5.81244	0.687996
sample_11	SMV25_406	98.6966	4.76599	0.507738
sample_11	SMV25_185	99.6212	7.96629	0.831535
sample_11	SMV25_407	98.1419	6.70637	0.732903
sample_11	SMV25_408	100	10.2768	1.21999
sample_11	SMV25_186	100	15.0632	1.53053
sample_11	SMV25_409	100	10.5642	1.63884
sample_11	SMV25_410	93.8462	2.74884	0.286179
sample_11	SMV25_411	100	9.28578	0.948692
sample_11	SMV25_412	100	13.7299	1.43727
sample_11	SMV25_007	100	24.4128	3.37846
sample_11	SMV25_413	99.9585	36.807	3.66724
sample_11	SMV25_414	99.497	5.36143	0.53391
sample_11	SMV25_415	100	17.018	2.94071
sample_11	SMV25_416	100	16.2053	2.10278
sample_11	SMV25_417	97.8302	3.99886	0.399748
sample_11	SMV25_052	100	8.15907	0.934867
sample_11	SMV25_418	100	6.08467	0.646531
sample_11	SMV25_187	99.3907	4.19147	0.459877
sample_11	SMV25_188	99.5119	12.6595	2.17789
sample_11	SMV25_419	100	12.347	1.36957
sample_11	SMV25_420	95.0344	3.59148	0.347724
sample_11	SMV25_421	85.5008	2.02448	0.205602
sample_11	SMV25_422	85.2209	2.41188	0.234251
sample_11	SMV25_423	83.0896	2.4157	0.272515
sample_11	SMV25_424	90.5164	2.70055	0.309296
sample_11	SMV25_425	81.0586	2.0644	0.243703
sample_11	SMV25_426	86.6848	2.21066	0.229941
sample_11	SMV25_189	97.7908	8.43381	1.55308
sample_11	SMV25_190	75.0673	2.61525	0.529059
sample_11	SMV25_427	81.0955	1.7547	0.208901
sample_11	SMV25_428	99.9321	18.1574	1.81855
sample_11	SMV25_429	88.9493	5.46317	0.739572
sample_11	SMV25_303	76.2937	9.3385	2.21488
sample_11	SMV25_191	77.9287	12.7632	2.14896
sample_11	SMV25_194	78.6277	8.14455	1.71994
sample_11	SMV25_195	87.0881	7.19265	1.50685
sample_11	SMV25_430	83.8527	1.59776	0.180033
sample_11	SMV25_196	75.9222	2.90091	0.345575
sample_11	SMV25_197	78.5281	2.04957	0.250639
sample_11	SMV25_198	80.5438	2.11322	0.267807
sample_11	SMV25_431	98.8848	5.01139	0.502654
sample_11	SMV25_432	85.828	2.35601	0.242275
sample_11	SMV25_433	81.8061	1.9771	0.201429
sample_11	SMV25_434	85.6953	2.21685	0.243172
sample_11	SMV25_057	84.7779	1.98483	0.263009
sample_11	SMV25_435	97.9788	4.70171	0.468796
sample_11	SMV25_436	100	7.8486	0.873224
sample_11	SMV25_204	99.046	13.0265	2.65221
sample_11	SMV25_437	97.4359	3.47638	0.353817
sample_11	SMV25_438	96.0052	3.57329	0.379989
sample_11	SMV25_439	99.9789	36.8789	3.68054
sample_11	SMV25_058	100	15.299	2.52861
sample_11	SMV25_440	96.9525	3.45445	0.341503
sample_11	SMV25_441	90.6436	2.32776	0.228941
sample_11	SMV25_442	86.3943	2.05484	0.223441
sample_11	SMV25_443	99.3842	5.32422	0.553735
sample_11	SMV25_444	81.425	1.79475	0.180247
sample_11	SMV25_445	100	34.6063	3.50931
sample_11	SMV25_446	90.9536	2.98196	0.293433
sample_11	SMV25_447	95.2162	4.02633	0.410559
sample_11	SMV25_448	82.0673	1.59591	0.159986
sample_11	SMV25_205	98.5868	5.55666	0.568417
sample_11	SMV25_449	85.32	2.145	0.210695
sample_11	SMV25_206	99.4851	5.16407	0.547255
sample_11	SMV25_450	100	6.14474	0.609947
sample_11	SMV25_451	89.998	2.4997	0.247168
sample_11	SMV25_452	95.4493	2.48381	0.24433
sample_11	SMV25_453	96.2808	3.01296	0.301238
sample_11	SMV25_207	98.1501	5.16036	0.535923
sample_11	SMV25_454	89.9167	1.81269	0.227142
sample_11	SMV25_455	92.6344	3.31702	0.331909
sample_11	SMV25_456	100	7.42295	0.748889
sample_11	SMV25_208	98.3045	5.40575	0.555231
sample_11	SMV25_457	99.6976	5.30772	0.536495
sample_11	SMV25_209	99.8393	6.07112	0.623633
sample_11	SMV25_458	95.0078	2.80908	0.280144
sample_11	SMV25_459	100	40.1506	4.06419
sample_11	SMV25_460	96.1368	2.96115	0.300205
sample_11	SMV25_461	89.6218	2.56443	0.264999
sample_11	SMV25_462	82.869	1.72386	0.190632
sample_11	SMV25_463	84.2867	1.97729	0.224729
sample_11	SMV25_464	84.5708	2.07263	0.20989
sample_11	SMV25_465	95.9806	4.16793	0.427584
sample_11	SMV25_466	75.8885	1.31649	0.147177
sample_11	SMV25_467	86.7085	2.66683	0.263496
sample_11	SMV25_468	83.5563	1.77031	0.178207
sample_11	SMV25_008	84.7323	9.15536	2.14006
sample_11	SMV25_469	98.3777	8.39644	0.846535
sample_11	SMV25_470	94.7895	7.17958	0.725332
sample_11	SMV25_471	97.0455	10.0559	0.998461
sample_11	SMV25_472	75.5544	4.39407	0.606077
sample_11	SMV25_473	87.7162	2.19986	0.229455
sample_11	SMV25_310	76.8646	10.0865	2.33719
sample_11	SMV25_213	78.2731	2.21834	0.30274
sample_11	SMV25_059	92.4015	3.36545	0.415765
sample_11	SMV25_215	75.7004	1.52004	0.195528
sample_11	SMV25_010	96.8157	2.94801	0.346464
sample_11	SMV25_223	82.5876	2.07396	0.228573
sample_11	SMV25_225	86.2182	3.34782	0.354867
sample_11	SMV25_228	94.9241	4.63392	0.503978
sample_12	SMV25_293	89.234	3.22569	0.71037
sample_12	SMV25_060	91.3383	3.76121	0.428989
sample_12	SMV25_377	92.9683	2.90317	0.280808
sample_12	SMV25_387	96.1732	3.42132	0.321684
sample_12	SMV25_388	86.9782	3.17495	0.296983
sample_12	SMV25_390	91.8679	2.92094	0.288195
sample_12	SMV25_128	92.6574	7.3443	1.01321
sample_12	SMV25_394	99.9185	8.87973	0.811248
sample_12	SMV25_474	87.6712	3.03058	0.293291
sample_12	SMV25_023	100	17.5034	2.36206
sample_12	SMV25_475	99.2183	22.8002	2.72569
sample_12	SMV25_395	97.6203	3.77714	0.358077
sample_12	SMV25_265	94.4958	3.64101	0.377829
sample_12	SMV25_476	92.8113	2.58631	0.235515
sample_12	SMV25_396	100	10.8315	0.997774
sample_12	SMV25_397	100	8.58539	0.818714
sample_12	SMV25_477	98.6122	5.36633	0.488836
sample_12	SMV25_478	91.493	2.5071	0.233178
sample_12	SMV25_479	99.1287	6.64705	0.751151
sample_12	SMV25_294	89.0617	2.85493	0.402115
sample_12	SMV25_398	99.7412	9.316	0.859983
sample_12	SMV25_480	96.9327	5.04209	0.481449
sample_12	SMV25_399	96.652	4.10584	0.369008
sample_12	SMV25_481	99.6829	5.33275	0.493741
sample_12	SMV25_307	79.4317	2.54236	0.391378
sample_12	SMV25_482	100	7.85867	0.722139
sample_12	SMV25_308	80.517	2.15612	0.361179
sample_12	SMV25_400	99.1971	8.48099	0.800981
sample_12	SMV25_483	100	6.25888	0.573582
sample_12	SMV25_401	99.0533	4.84004	0.477224
sample_12	SMV25_402	97.3344	6.44984	0.597153
sample_12	SMV25_403	98.0429	5.46113	0.557118
sample_12	SMV25_484	97.9189	3.93134	0.353025
sample_12	SMV25_485	100	5.98434	0.564378
sample_12	SMV25_024	90.3514	3.3634	0.531694
sample_12	SMV25_409	92.1979	3.49774	0.372529
sample_12	SMV25_417	88.3743	2.66781	0.250757
sample_12	SMV25_421	99.8964	8.58332	0.790062
sample_12	SMV25_486	89.9836	3.06027	0.301875
sample_12	SMV25_422	99.289	5.36618	0.48401
sample_12	SMV25_423	99.1398	8.52932	0.793595
sample_12	SMV25_487	100	6.48813	0.611994
sample_12	SMV25_424	100	6.80765	0.633843
sample_12	SMV25_425	99.0108	5.79154	0.55638
sample_12	SMV25_426	81.5994	1.86905	0.19765
sample_12	SMV25_189	100	13.1957	1.35865
sample_12	SMV25_190	98.296	5.10628	0.560058
sample_12	SMV25_427	96.9832	4.77683	0.445497
sample_12	SMV25_428	100	43.3855	3.9134
sample_12	SMV25_429	99.9021	29.3415	3.02809
sample_12	SMV25_488	94.5825	3.33403	0.315206
sample_12	SMV25_489	100	6.20942	0.622112
sample_12	SMV25_191	96.961	11.1988	1.44071
sample_12	SMV25_193	81.5026	3.53656	0.479341
sample_12	SMV25_194	88.6494	7.3796	0.975244
sample_12	SMV25_490	89.8399	3.56034	0.373
sample_12	SMV25_195	91.4924	8.22909	1.03001
sample_12	SMV25_196	84.6999	5.92111	0.629328
sample_12	SMV25_197	93.6797	3.6119	0.367349
sample_12	SMV25_198	95.9773	4.1725	0.446611
sample_12	SMV25_491	89.9945	3.47058	0.347657
sample_12	SMV25_432	99.8919	8.52993	0.778767
sample_12	SMV25_029	99.9367	68.9949	14.2085
sample_12	SMV25_492	95.2347	74.1446	11.7226
sample_12	SMV25_030	99.9888	28.1009	4.26955
sample_12	SMV25_271	91.806	16.4725	2.871
sample_12	SMV25_433	99.8601	8.55354	0.783588
sample_12	SMV25_493	94.0822	2.96734	0.293291
sample_12	SMV25_440	92.9085	2.64579	0.247884
sample_12	SMV25_441	97.0715	7.8448	0.706318
sample_12	SMV25_442	98.5806	7.20022	0.739316
sample_12	SMV25_494	99.5806	7.4899	0.674401
sample_12	SMV25_444	99.175	7.72138	0.706602
sample_12	SMV25_495	94.3336	5.59874	0.504708
sample_12	SMV25_446	83.6723	1.80209	0.184103
sample_12	SMV25_447	92.1962	2.91632	0.273359
sample_12	SMV25_448	94.2999	6.93479	0.617354
sample_12	SMV25_449	99.5193	8.46268	0.755383
sample_12	SMV25_454	94.5065	4.46199	0.446503
sample_12	SMV25_455	87.3991	1.92512	0.178663
sample_12	SMV25_460	90.9895	4.80414	0.438125
sample_12	SMV25_461	99.9641	9.22194	0.8377
sample_12	SMV25_462	100	15.4481	1.40751
sample_12	SMV25_496	97.1373	3.53355	0.336521
sample_12	SMV25_497	97.691	3.27689	0.308612
sample_12	SMV25_498	94.0759	3.94363	0.367923
sample_12	SMV25_463	99.3442	7.61769	0.700286
sample_12	SMV25_464	99.807	8.21005	0.73726
sample_12	SMV25_272	100	18.033	1.85471
sample_12	SMV25_465	100	13.7567	1.26786
sample_12	SMV25_466	100	14.6696	1.31308
sample_12	SMV25_467	91.4196	2.0696	0.188609
sample_12	SMV25_499	98.0644	2.64969	0.238192
sample_12	SMV25_500	99.8135	9.12155	0.835552
sample_12	SMV25_501	99.3008	8.23982	0.734786
sample_12	SMV25_502	93.5542	2.74983	0.263536
sample_12	SMV25_503	98.5802	3.65434	0.33181
sample_12	SMV25_468	77.2268	1.66297	0.174635
sample_12	SMV25_212	85.708	2.14527	0.199021
sample_12	SMV25_472	97.5132	22.9292	2.68449
sample_12	SMV25_310	84.1844	5.53095	0.853278
sample_12	SMV25_213	96.9308	4.60596	0.500848
sample_12	SMV25_214	94.616	4.40598	0.545251
sample_12	SMV25_215	91.4591	4.00467	0.408921
sample_12	SMV25_217	91.5219	3.17471	0.324742
sample_12	SMV25_261	93.7471	5.6469	0.65225
sample_13	SMV25_002	83.1945	2.00681	0.366027
sample_13	SMV25_504	96.7688	4.10617	0.943481
sample_13	SMV25_505	99.949	4.5623	0.619945
sample_13	SMV25_274	95.9635	5.19912	0.900892
sample_13	SMV25_003	100	9.08773	1.60994
sample_13	SMV25_506	87.5803	6.62703	2.04989
sample_13	SMV25_013	98.4492	7.47053	2.09232
sample_13	SMV25_507	100	7.49498	0.988489
sample_13	SMV25_275	88.8279	20.864	6.02945
sample_13	SMV25_278	78.9346	1.71879	0.314692
sample_13	SMV25_005	100	13.8906	4.02397
sample_13	SMV25_284	81.3084	2.05813	0.398533
sample_13	SMV25_508	85.7029	6.13937	1.21734
sample_13	SMV25_290	81.8023	1.83165	0.326449
sample_13	SMV25_006	100	13.7407	2.28057
sample_13	SMV25_007	100	15.6288	2.6684
sample_13	SMV25_509	100	7.10806	0.933405
sample_13	SMV25_303	87.4837	6.58136	1.77072
sample_13	SMV25_430	75.4767	1.4572	0.205164
sample_13	SMV25_276	95.9	3.7269	0.645563
sample_13	SMV25_056	77.3382	1.84927	0.417285
sample_13	SMV25_510	77.3825	69.4765	17.9844
sample_13	SMV25_511	84.6873	1.94508	0.367354
sample_13	SMV25_009	92.6124	3.14258	0.52204
sample_13	SMV25_473	77.694	1.56094	0.214882
sample_13	SMV25_010	77.4986	1.84308	0.291821
sample_14	SMV25_505	99.881	5.17593	0.704844
sample_14	SMV25_274	94.8911	4.43734	0.858565
sample_14	SMV25_003	92.2636	3.85138	0.767462
sample_14	SMV25_506	75.1985	4.32457	1.49988
sample_14	SMV25_012	87.928	1.85428	0.281049
sample_14	SMV25_013	77.942	3.84802	1.27666
sample_14	SMV25_512	100	5.6199	0.791063
sample_14	SMV25_513	100	5.63826	0.784409
sample_14	SMV25_005	97.7506	11.8303	3.80774
sample_14	SMV25_508	100	15.3953	2.76513
sample_14	SMV25_514	97.1926	3.95131	0.564041
sample_14	SMV25_515	100	33.4931	4.58735
sample_14	SMV25_516	97.3879	13.1855	2.57899
sample_14	SMV25_517	100	9.58046	1.3359
sample_14	SMV25_518	81.8709	1.89602	0.273565
sample_14	SMV25_519	88.5266	2.88203	0.413463
sample_14	SMV25_520	99.8377	61.2466	8.38076
sample_14	SMV25_521	96.9149	5.38548	0.816929
sample_14	SMV25_522	77.9391	1.70978	0.249359
sample_14	SMV25_021	100	11.2938	2.31534
sample_14	SMV25_022	80.4699	1.53832	0.227788
sample_14	SMV25_523	92.6981	2.87406	0.423972
sample_14	SMV25_016	87.8109	5.94661	1.4801
sample_14	SMV25_034	80.3845	3.32091	0.565062
sample_14	SMV25_040	85.6155	1.80169	0.330881
sample_14	SMV25_063	75.0642	2.24501	0.382088
sample_14	SMV25_325	89.8558	2.56261	0.485318
sample_14	SMV25_071	92.0482	2.2965	0.314427
sample_14	SMV25_524	83.7271	1.92122	0.275677
sample_14	SMV25_128	87.6355	8.56534	1.99469
sample_14	SMV25_525	99.8621	28.5512	3.89834
sample_14	SMV25_006	98.5875	28.4711	4.84755
sample_14	SMV25_007	100	25.5533	4.56442
sample_14	SMV25_189	98.4846	17.8211	3.52339
sample_14	SMV25_303	100	33.2498	8.01817
sample_14	SMV25_526	94.2837	2.90713	0.409748
sample_14	SMV25_026	100	16.0006	3.4782
sample_14	SMV25_527	82.0796	2.67625	0.373424
sample_14	SMV25_528	100	5.33847	0.719343
sample_14	SMV25_529	89.6134	2.73926	0.389758
sample_14	SMV25_530	100	11.3139	2.06072
sample_14	SMV25_531	99.9154	24.0526	3.31191
sample_14	SMV25_532	97.489	8.20691	1.52478
sample_14	SMV25_028	84.7269	1.97189	0.332211
sample_14	SMV25_192	87.5068	2.10049	0.290871
sample_14	SMV25_352	87.7808	2.49895	0.376649
sample_14	SMV25_533	99.4182	10.0294	1.34311
sample_14	SMV25_534	99.977	29.2252	3.98182
sample_14	SMV25_194	89.8275	11.7165	2.63121
sample_14	SMV25_195	100	13.0903	2.74777
sample_14	SMV25_196	82.386	6.99455	1.11477
sample_14	SMV25_197	96.3745	5.20725	0.826333
sample_14	SMV25_198	97.9942	5.347	0.953015
sample_14	SMV25_276	95.53	2.9346	0.532279
sample_14	SMV25_535	99.9464	29.2017	3.98334
sample_14	SMV25_536	99.663	8.49066	1.14501
sample_14	SMV25_537	87.736	2.56956	0.354751
sample_14	SMV25_538	99.8491	34.6524	4.64361
sample_14	SMV25_539	100	10.5493	1.44277
sample_14	SMV25_540	97.1235	3.06486	0.434767
sample_14	SMV25_511	100	8.49044	1.34719
sample_14	SMV25_541	76.3105	1.66153	0.252074
sample_14	SMV25_542	75.9228	1.60747	0.246681
sample_14	SMV25_032	97.3121	3.98501	0.597811
sample_14	SMV25_210	93.2116	2.75693	0.421772
sample_14	SMV25_211	95.4741	2.81514	0.390839
sample_14	SMV25_543	99.4817	28.8191	3.93346
sample_14	SMV25_310	89.049	10.3049	2.75536
sample_14	SMV25_215	97.4319	4.95681	0.78346
sample_14	SMV25_217	83.6473	3.32956	0.539909
sample_14	SMV25_010	91.7706	2.79685	0.45508
sample_15	SMV25_515	100	386.178	52.2566
sample_15	SMV25_516	95.626	23.2652	4.62798
sample_15	SMV25_517	94.4385	2.43702	0.373389
sample_15	SMV25_519	99.812	15.8459	2.13281
sample_15	SMV25_293	99.7842	13.0104	2.99792
sample_15	SMV25_544	90.9585	3.67902	0.492851
sample_15	SMV25_520	100	361.322	49.4643
sample_15	SMV25_521	100	11.0933	1.56236
sample_15	SMV25_019	92.166	3.08478	0.42386
sample_15	SMV25_545	96.9762	7.32104	1.19127
sample_15	SMV25_546	98.5677	5.60651	0.85924
sample_15	SMV25_522	99.8617	7.13864	0.974807
sample_15	SMV25_547	100	5.07876	0.696095
sample_15	SMV25_548	99.9235	6.18249	0.858632
sample_15	SMV25_021	100	25.9759	4.33857
sample_15	SMV25_022	99.918	8.56364	1.16002
sample_15	SMV25_523	99.7446	13.5119	1.82883
sample_15	SMV25_128	94.2363	17.1134	3.56226
sample_15	SMV25_525	99.9974	241.978	32.7919
sample_15	SMV25_023	99.3742	9.38413	1.83468
sample_15	SMV25_006	89.8087	2.85035	0.503124
sample_15	SMV25_294	98.6552	5.55383	0.973641
sample_15	SMV25_308	91.2716	3.55111	0.568839
sample_15	SMV25_024	99.0453	6.72568	1.28006
sample_15	SMV25_007	83.9051	2.58476	0.48613
sample_15	SMV25_189	98.7584	29.1696	4.89538
sample_15	SMV25_026	100	36.3017	7.32192
sample_15	SMV25_527	85.944	3.61652	0.505648
sample_15	SMV25_529	99.953	15.7302	2.11473
sample_15	SMV25_309	98.3654	5.26506	0.806642
sample_15	SMV25_530	100	19.3837	3.5728
sample_15	SMV25_027	96.843	5.97142	1.01169
sample_15	SMV25_531	99.9831	154.563	20.9666
sample_15	SMV25_549	97.4782	4.4408	0.591611
sample_15	SMV25_532	99.923	14.6401	2.42188
sample_15	SMV25_550	100	7.67709	1.04724
sample_15	SMV25_028	100	10.0562	1.49609
sample_15	SMV25_534	99.7728	241.006	32.6948
sample_15	SMV25_194	81.9217	13.9739	2.76157
sample_15	SMV25_551	77.6689	2.14348	0.376367
sample_15	SMV25_195	99.4138	16.7082	2.93232
sample_15	SMV25_196	87.3826	13.767	2.14316
sample_15	SMV25_197	99.1991	10.2318	1.59134
sample_15	SMV25_198	96.8576	10.3659	1.67164
sample_15	SMV25_535	99.9719	242.297	32.8597
sample_15	SMV25_029	98.8424	34.802	10.5204
sample_15	SMV25_030	99.1849	14.5144	3.25484
sample_15	SMV25_538	100	278.481	37.1292
sample_15	SMV25_539	90.4723	2.37887	0.336365
sample_15	SMV25_511	100	8.90971	1.24798
sample_15	SMV25_541	99.0203	7.17451	0.977395
sample_15	SMV25_542	99.2981	6.99064	0.954054
sample_15	SMV25_031	97.5187	4.53446	0.667321
sample_15	SMV25_552	97.391	3.10485	0.428664
sample_15	SMV25_032	100	12.3865	1.75194
sample_15	SMV25_543	99.7728	241.522	32.7282
sample_15	SMV25_310	93.9712	14.1938	2.75035
sample_15	SMV25_215	98.2101	10.1331	1.55758
sample_15	SMV25_217	94.8778	7.13276	1.15213
sample_16	SMV25_005	87.6866	4.19895	1.88599
sample_16	SMV25_311	84.8185	2.12274	0.515605
sample_16	SMV25_553	100	15.8125	3.03958
sample_16	SMV25_061	80.1637	2.48125	0.619714
sample_16	SMV25_016	92.0781	7.21297	2.42662
sample_16	SMV25_034	88.1522	7.13927	1.58634
sample_16	SMV25_314	91.998	3.45737	0.998028
sample_16	SMV25_035	92.8517	2.57129	0.49679
sample_16	SMV25_315	77.0876	1.7018	0.373921
sample_16	SMV25_036	87.6803	2.95302	0.780365
sample_16	SMV25_037	92.9897	2.97528	0.668479
sample_16	SMV25_316	89.0046	3.32596	0.906708
sample_16	SMV25_038	93.7969	3.0199	0.721598
sample_16	SMV25_039	92.183	4.05522	1.01006
sample_16	SMV25_040	80.3077	1.62846	0.404129
sample_16	SMV25_320	86.7477	2.642	0.608267
sample_16	SMV25_321	85.9632	2.65634	0.842701
sample_16	SMV25_041	97.5125	3.0671	0.808204
sample_16	SMV25_062	88.3402	2.50334	0.610001
